,YearWeekISO,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,SecondDose,DoseAdditional1,District,TargetGroup,Vaccine,Population
1580,2021-W46,,0,0.0,6,4,5,ALL,LTCF,MOD,888005
1581,2021-W47,888005.0,12000,0.0,201,0,184,ALL,ALL,JANSS,888005
1582,2021-W47,888005.0,0,0.0,1,31,0,ALL,ALL,AZ,888005
1583,2021-W47,888005.0,1600,0.0,191,199,1937,ALL,ALL,MOD,888005
1584,2021-W47,888005.0,0,0.0,4659,2379,31990,ALL,ALL,COM,888005
1585,2021-W47,46307.0,0,0.0,578,214,0,ALL,Age10_14,COM,888005
1586,2021-W47,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1587,2021-W47,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1588,2021-W47,46307.0,0,0.0,16,6,0,ALL,Age10_14,MOD,888005
1589,2021-W47,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1590,2021-W47,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1591,2021-W47,28169.0,0,0.0,467,202,1,ALL,Age15_17,COM,888005
1592,2021-W47,28169.0,0,0.0,12,7,0,ALL,Age15_17,MOD,888005
1593,2021-W47,84850.0,0,0.0,29,0,0,ALL,Age18_24,JANSS,888005
1594,2021-W47,84850.0,0,0.0,0,1,0,ALL,Age18_24,AZ,888005
1595,2021-W47,84850.0,0,0.0,30,22,6,ALL,Age18_24,MOD,888005
1596,2021-W47,84850.0,0,0.0,1136,335,64,ALL,Age18_24,COM,888005
1597,2021-W47,330295.0,0,0.0,0,8,0,ALL,Age25_49,AZ,888005
1598,2021-W47,330295.0,0,0.0,142,0,106,ALL,Age25_49,JANSS,888005
1599,2021-W47,330295.0,0,0.0,126,130,188,ALL,Age25_49,MOD,888005
1600,2021-W47,330295.0,0,0.0,2782,1483,6938,ALL,Age25_49,COM,888005
1601,2021-W47,107634.0,0,0.0,20,31,182,ALL,Age50_59,MOD,888005
1602,2021-W47,107634.0,0,0.0,1,6,0,ALL,Age50_59,AZ,888005
1603,2021-W47,107634.0,0,0.0,418,321,7601,ALL,Age50_59,COM,888005
1604,2021-W47,107634.0,0,0.0,18,0,56,ALL,Age50_59,JANSS,888005
1605,2021-W47,94714.0,0,0.0,206,153,6303,ALL,Age60_69,COM,888005
1606,2021-W47,94714.0,0,0.0,9,0,18,ALL,Age60_69,JANSS,888005
1607,2021-W47,94714.0,0,0.0,0,7,0,ALL,Age60_69,AZ,888005
1608,2021-W47,94714.0,0,0.0,11,6,719,ALL,Age60_69,MOD,888005
1609,2021-W47,66429.0,0,0.0,2,9,768,ALL,Age70_79,MOD,888005
1610,2021-W47,66429.0,0,0.0,0,6,0,ALL,Age70_79,AZ,888005
1611,2021-W47,66429.0,0,0.0,75,61,9650,ALL,Age70_79,COM,888005
1612,2021-W47,66429.0,0,0.0,2,0,4,ALL,Age70_79,JANSS,888005
1613,2021-W47,33530.0,0,0.0,42,26,1434,ALL,Age80+,COM,888005
1614,2021-W47,33530.0,0,0.0,0,3,0,ALL,Age80+,AZ,888005
1615,2021-W47,33530.0,0,0.0,2,1,74,ALL,Age80+,MOD,888005
1616,2021-W47,33530.0,0,0.0,1,0,0,ALL,Age80+,JANSS,888005
1617,2021-W47,,0,0.0,3,3,250,ALL,HCW,COM,888005
1618,2021-W47,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1619,2021-W47,,0,0.0,0,0,11,ALL,HCW,MOD,888005
1620,2021-W47,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1621,2021-W47,,0,0.0,7,8,15,ALL,LTCF,MOD,888005
1622,2021-W47,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1623,2021-W47,,0,0.0,450,118,413,ALL,LTCF,COM,888005
1624,2021-W47,,0,0.0,13,0,3,ALL,LTCF,JANSS,888005
1625,2021-W48,888005.0,0,0.0,292,260,2423,ALL,ALL,MOD,888005
1626,2021-W48,888005.0,0,0.0,3,10,0,ALL,ALL,AZ,888005
1627,2021-W48,888005.0,12000,0.0,272,0,475,ALL,ALL,JANSS,888005
1628,2021-W48,888005.0,31590,0.0,4485,3160,37417,ALL,ALL,COM,888005
1629,2021-W48,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1630,2021-W48,46307.0,0,0.0,23,2,0,ALL,Age10_14,MOD,888005
1631,2021-W48,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1632,2021-W48,46307.0,0,0.0,870,225,0,ALL,Age10_14,COM,888005
1633,2021-W48,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1634,2021-W48,28169.0,0,0.0,772,245,1,ALL,Age15_17,COM,888005
1635,2021-W48,28169.0,0,0.0,21,2,0,ALL,Age15_17,MOD,888005
1636,2021-W48,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1637,2021-W48,84850.0,0,0.0,32,0,3,ALL,Age18_24,JANSS,888005
1638,2021-W48,84850.0,0,0.0,51,20,9,ALL,Age18_24,MOD,888005
1639,2021-W48,84850.0,0,0.0,1098,465,63,ALL,Age18_24,COM,888005
1640,2021-W48,84850.0,0,0.0,1,0,0,ALL,Age18_24,AZ,888005
1641,2021-W48,330295.0,0,0.0,184,187,493,ALL,Age25_49,MOD,888005
1642,2021-W48,330295.0,0,0.0,2,4,0,ALL,Age25_49,AZ,888005
1643,2021-W48,330295.0,0,0.0,2614,1985,12200,ALL,Age25_49,COM,888005
1644,2021-W48,330295.0,0,0.0,197,0,287,ALL,Age25_49,JANSS,888005
1645,2021-W48,107634.0,0,0.0,34,0,151,ALL,Age50_59,JANSS,888005
1646,2021-W48,107634.0,0,0.0,33,40,281,ALL,Age50_59,MOD,888005
1647,2021-W48,107634.0,0,0.0,419,452,7577,ALL,Age50_59,COM,888005
1648,2021-W48,107634.0,0,0.0,0,3,0,ALL,Age50_59,AZ,888005
1649,2021-W48,94714.0,0,0.0,8,0,32,ALL,Age60_69,JANSS,888005
1650,2021-W48,94714.0,0,0.0,17,10,788,ALL,Age60_69,MOD,888005
1651,2021-W48,94714.0,0,0.0,0,2,0,ALL,Age60_69,AZ,888005
1652,2021-W48,94714.0,0,0.0,232,170,7511,ALL,Age60_69,COM,888005
1653,2021-W48,66429.0,0,0.0,4,3,764,ALL,Age70_79,MOD,888005
1654,2021-W48,66429.0,0,0.0,1,0,2,ALL,Age70_79,JANSS,888005
1655,2021-W48,66429.0,0,0.0,75,58,8728,ALL,Age70_79,COM,888005
1656,2021-W48,66429.0,0,0.0,0,1,0,ALL,Age70_79,AZ,888005
1657,2021-W48,33530.0,0,0.0,3,0,88,ALL,Age80+,MOD,888005
1658,2021-W48,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1659,2021-W48,33530.0,0,0.0,0,0,0,ALL,Age80+,JANSS,888005
1660,2021-W48,33530.0,0,0.0,47,30,1338,ALL,Age80+,COM,888005
1661,2021-W48,,0,0.0,5,2,350,ALL,HCW,COM,888005
1662,2021-W48,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1663,2021-W48,,0,0.0,1,2,13,ALL,HCW,MOD,888005
1664,2021-W48,,0,0.0,2,0,1,ALL,HCW,JANSS,888005
1665,2021-W48,,0,0.0,40,10,13,ALL,LTCF,MOD,888005
1666,2021-W48,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1667,2021-W48,,0,0.0,58,0,8,ALL,LTCF,JANSS,888005
1668,2021-W48,,0,0.0,667,151,353,ALL,LTCF,COM,888005
1669,2021-W49,888005.0,0,0.0,2,11,0,ALL,ALL,AZ,888005
1670,2021-W49,888005.0,0,0.0,238,336,2700,ALL,ALL,MOD,888005
1671,2021-W49,888005.0,64350,15210.0,3366,3947,36931,ALL,ALL,COM,888005
1672,2021-W49,888005.0,12000,0.0,227,0,680,ALL,ALL,JANSS,888005
1673,2021-W49,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1674,2021-W49,46307.0,0,0.0,657,277,0,ALL,Age10_14,COM,888005
1675,2021-W49,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1676,2021-W49,46307.0,0,0.0,10,5,0,ALL,Age10_14,MOD,888005
1677,2021-W49,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1678,2021-W49,28169.0,0,0.0,615,219,0,ALL,Age15_17,COM,888005
1679,2021-W49,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1680,2021-W49,28169.0,0,0.0,12,6,0,ALL,Age15_17,MOD,888005
1681,2021-W49,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
1682,2021-W49,84850.0,0,0.0,874,736,369,ALL,Age18_24,COM,888005
1683,2021-W49,84850.0,0,0.0,35,0,30,ALL,Age18_24,JANSS,888005
1684,2021-W49,84850.0,0,0.0,43,22,24,ALL,Age18_24,MOD,888005
1685,2021-W49,330295.0,0,0.0,1,1,0,ALL,Age25_49,AZ,888005
1686,2021-W49,330295.0,0,0.0,147,0,463,ALL,Age25_49,JANSS,888005
1687,2021-W49,330295.0,0,0.0,1907,2486,15982,ALL,Age25_49,COM,888005
1688,2021-W49,330295.0,0,0.0,158,251,1308,ALL,Age25_49,MOD,888005
1689,2021-W49,107634.0,0,0.0,1,2,0,ALL,Age50_59,AZ,888005
1690,2021-W49,107634.0,0,0.0,281,461,6745,ALL,Age50_59,COM,888005
1691,2021-W49,107634.0,0,0.0,23,37,248,ALL,Age50_59,MOD,888005
1692,2021-W49,107634.0,0,0.0,28,0,152,ALL,Age50_59,JANSS,888005
1693,2021-W49,94714.0,0,0.0,0,3,0,ALL,Age60_69,AZ,888005
1694,2021-W49,94714.0,0,0.0,168,160,7711,ALL,Age60_69,COM,888005
1695,2021-W49,94714.0,0,0.0,10,0,25,ALL,Age60_69,JANSS,888005
1696,2021-W49,94714.0,0,0.0,11,21,677,ALL,Age60_69,MOD,888005
1697,2021-W49,66429.0,0,0.0,2,2,394,ALL,Age70_79,MOD,888005
1698,2021-W49,66429.0,0,0.0,5,0,10,ALL,Age70_79,JANSS,888005
1699,2021-W49,66429.0,0,0.0,88,65,5120,ALL,Age70_79,COM,888005
1700,2021-W49,66429.0,0,0.0,0,5,0,ALL,Age70_79,AZ,888005
1701,2021-W49,33530.0,0,0.0,2,0,0,ALL,Age80+,JANSS,888005
1702,2021-W49,33530.0,0,0.0,1,3,49,ALL,Age80+,MOD,888005
1703,2021-W49,33530.0,0,0.0,48,39,1004,ALL,Age80+,COM,888005
1704,2021-W49,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1705,2021-W49,,0,0.0,0,1,0,ALL,HCW,JANSS,888005
1706,2021-W49,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1707,2021-W49,,0,0.0,6,3,254,ALL,HCW,COM,888005
1708,2021-W49,,0,0.0,0,0,15,ALL,HCW,MOD,888005
1709,2021-W49,,0,0.0,72,17,0,ALL,LTCF,JANSS,888005
1710,2021-W49,,0,0.0,617,149,446,ALL,LTCF,COM,888005
1711,2021-W49,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1712,2021-W49,,0,0.0,58,9,25,ALL,LTCF,MOD,888005
1713,2021-W50,888005.0,0,0.0,390,373,4978,ALL,ALL,MOD,888005
1714,2021-W50,888005.0,0,0.0,4,33,0,ALL,ALL,AZ,888005
1715,2021-W50,888005.0,12000,0.0,168,0,928,ALL,ALL,JANSS,888005
1716,2021-W50,888005.0,24000,0.0,3259,5728,42711,ALL,ALL,COM,888005
1717,2021-W50,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1718,2021-W50,46307.0,0,0.0,741,513,0,ALL,Age10_14,COM,888005
1719,2021-W50,46307.0,0,0.0,28,4,0,ALL,Age10_14,MOD,888005
1720,2021-W50,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1721,2021-W50,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1722,2021-W50,28169.0,0,0.0,640,451,4,ALL,Age15_17,COM,888005
1723,2021-W50,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1724,2021-W50,28169.0,0,0.0,24,8,0,ALL,Age15_17,MOD,888005
1725,2021-W50,84850.0,0,0.0,932,1172,1365,ALL,Age18_24,COM,888005
1726,2021-W50,84850.0,0,0.0,36,0,0,ALL,Age18_24,JANSS,888005
1727,2021-W50,84850.0,0,0.0,0,1,0,ALL,Age18_24,AZ,888005
1728,2021-W50,84850.0,0,0.0,76,44,147,ALL,Age18_24,MOD,888005
1729,2021-W50,330295.0,0,0.0,255,261,2787,ALL,Age25_49,MOD,888005
1730,2021-W50,330295.0,0,0.0,107,0,636,ALL,Age25_49,JANSS,888005
1731,2021-W50,330295.0,0,0.0,0,8,0,ALL,Age25_49,AZ,888005
1732,2021-W50,330295.0,0,0.0,1721,3545,19090,ALL,Age25_49,COM,888005
1733,2021-W50,107634.0,0,0.0,35,51,881,ALL,Age50_59,MOD,888005
1734,2021-W50,107634.0,0,0.0,14,0,231,ALL,Age50_59,JANSS,888005
1735,2021-W50,107634.0,0,0.0,2,6,0,ALL,Age50_59,AZ,888005
1736,2021-W50,107634.0,0,0.0,287,627,8612,ALL,Age50_59,COM,888005
1737,2021-W50,94714.0,0,0.0,2,8,0,ALL,Age60_69,AZ,888005
1738,2021-W50,94714.0,0,0.0,16,9,871,ALL,Age60_69,MOD,888005
1739,2021-W50,94714.0,0,0.0,9,0,53,ALL,Age60_69,JANSS,888005
1740,2021-W50,94714.0,0,0.0,198,253,8891,ALL,Age60_69,COM,888005
1741,2021-W50,66429.0,0,0.0,0,0,5,ALL,Age70_79,JANSS,888005
1742,2021-W50,66429.0,0,0.0,77,87,3787,ALL,Age70_79,COM,888005
1743,2021-W50,66429.0,0,0.0,3,6,246,ALL,Age70_79,MOD,888005
1744,2021-W50,66429.0,0,0.0,0,7,0,ALL,Age70_79,AZ,888005
1745,2021-W50,33530.0,0,0.0,0,3,0,ALL,Age80+,AZ,888005
1746,2021-W50,33530.0,0,0.0,44,44,966,ALL,Age80+,COM,888005
1747,2021-W50,33530.0,0,0.0,2,0,3,ALL,Age80+,JANSS,888005
1748,2021-W50,33530.0,0,0.0,5,2,46,ALL,Age80+,MOD,888005
1749,2021-W50,,0,0.0,1,0,19,ALL,HCW,MOD,888005
1750,2021-W50,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1751,2021-W50,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1752,2021-W50,,0,0.0,0,4,250,ALL,HCW,COM,888005
1753,2021-W50,,0,0.0,23,0,9,ALL,LTCF,JANSS,888005
1754,2021-W50,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1755,2021-W50,,0,0.0,580,266,553,ALL,LTCF,COM,888005
1756,2021-W50,,0,0.0,28,13,54,ALL,LTCF,MOD,888005
1757,2021-W51,888005.0,0,0.0,1269,3636,21077,ALL,ALL,COM,888005
1758,2021-W51,888005.0,0,0.0,2,7,0,ALL,ALL,AZ,888005
1759,2021-W51,888005.0,12000,0.0,158,0,925,ALL,ALL,JANSS,888005
1760,2021-W51,888005.0,0,0.0,501,569,9315,ALL,ALL,MOD,888005
1761,2021-W51,46307.0,0,0.0,52,3,0,ALL,Age10_14,MOD,888005
1762,2021-W51,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1763,2021-W51,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1764,2021-W51,46307.0,0,0.0,441,490,0,ALL,Age10_14,COM,888005
1765,2021-W51,28169.0,0,0.0,429,540,0,ALL,Age15_17,COM,888005
1766,2021-W51,28169.0,0,0.0,39,5,0,ALL,Age15_17,MOD,888005
1767,2021-W51,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1768,2021-W51,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1769,2021-W51,84850.0,0,0.0,145,150,749,ALL,Age18_24,MOD,888005
1770,2021-W51,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
1771,2021-W51,84850.0,0,0.0,58,0,140,ALL,Age18_24,JANSS,888005
1772,2021-W51,84850.0,0,0.0,392,911,1881,ALL,Age18_24,COM,888005
1773,2021-W51,330295.0,0,0.0,679,1992,10088,ALL,Age25_49,COM,888005
1774,2021-W51,330295.0,0,0.0,74,0,472,ALL,Age25_49,JANSS,888005
1775,2021-W51,330295.0,0,0.0,263,305,4931,ALL,Age25_49,MOD,888005
1776,2021-W51,330295.0,0,0.0,2,1,0,ALL,Age25_49,AZ,888005
1777,2021-W51,107634.0,0,0.0,96,429,3926,ALL,Age50_59,COM,888005
1778,2021-W51,107634.0,0,0.0,17,0,223,ALL,Age50_59,JANSS,888005
1779,2021-W51,107634.0,0,0.0,38,78,1799,ALL,Age50_59,MOD,888005
1780,2021-W51,107634.0,0,0.0,0,2,0,ALL,Age50_59,AZ,888005
1781,2021-W51,48875.0,0,0.0,139,0,0,ALL,Age5_9,COM,888005
1782,2021-W51,94714.0,0,0.0,7,0,67,ALL,Age60_69,JANSS,888005
1783,2021-W51,94714.0,0,0.0,0,2,0,ALL,Age60_69,AZ,888005
1784,2021-W51,94714.0,0,0.0,68,198,3265,ALL,Age60_69,COM,888005
1785,2021-W51,94714.0,0,0.0,38,30,1384,ALL,Age60_69,MOD,888005
1786,2021-W51,66429.0,0,0.0,0,2,0,ALL,Age70_79,AZ,888005
1787,2021-W51,66429.0,0,0.0,2,0,22,ALL,Age70_79,JANSS,888005
1788,2021-W51,66429.0,0,0.0,23,62,1512,ALL,Age70_79,COM,888005
1789,2021-W51,66429.0,0,0.0,12,3,368,ALL,Age70_79,MOD,888005
1790,2021-W51,33530.0,0,0.0,11,44,405,ALL,Age80+,COM,888005
1791,2021-W51,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1792,2021-W51,33530.0,0,0.0,0,0,1,ALL,Age80+,JANSS,888005
1793,2021-W51,33530.0,0,0.0,5,3,84,ALL,Age80+,MOD,888005
1794,2021-W51,,0,0.0,0,3,58,ALL,HCW,COM,888005
1795,2021-W51,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1796,2021-W51,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1797,2021-W51,,0,0.0,0,0,13,ALL,HCW,MOD,888005
1798,2021-W51,,0,0.0,334,298,320,ALL,LTCF,COM,888005
1799,2021-W51,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1800,2021-W51,,0,0.0,52,15,121,ALL,LTCF,MOD,888005
1801,2021-W51,,0,0.0,18,0,16,ALL,LTCF,JANSS,888005
1802,2021-W52,888005.0,0,0.0,0,3,0,ALL,ALL,AZ,888005
1803,2021-W52,888005.0,24570,0.0,583,4270,13419,ALL,ALL,COM,888005
1804,2021-W52,888005.0,0,0.0,103,0,586,ALL,ALL,JANSS,888005
1805,2021-W52,888005.0,0,0.0,852,756,15106,ALL,ALL,MOD,888005
1806,2021-W52,46307.0,0,0.0,50,20,0,ALL,Age10_14,MOD,888005
1807,2021-W52,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1808,2021-W52,46307.0,0,0.0,783,712,0,ALL,Age10_14,COM,888005
1809,2021-W52,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1810,2021-W52,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1811,2021-W52,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1812,2021-W52,28169.0,0,0.0,48,12,0,ALL,Age15_17,MOD,888005
1813,2021-W52,28169.0,0,0.0,153,647,4,ALL,Age15_17,COM,888005
1814,2021-W52,84850.0,0,0.0,256,204,2380,ALL,Age18_24,MOD,888005
1815,2021-W52,84850.0,0,0.0,39,0,117,ALL,Age18_24,JANSS,888005
1816,2021-W52,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
1817,2021-W52,84850.0,0,0.0,186,1123,1873,ALL,Age18_24,COM,888005
1818,2021-W52,330295.0,0,0.0,285,2449,6647,ALL,Age25_49,COM,888005
1819,2021-W52,330295.0,0,0.0,54,0,326,ALL,Age25_49,JANSS,888005
1820,2021-W52,330295.0,0,0.0,482,393,7282,ALL,Age25_49,MOD,888005
1821,2021-W52,330295.0,0,0.0,0,3,0,ALL,Age25_49,AZ,888005
1822,2021-W52,107634.0,0,0.0,9,0,106,ALL,Age50_59,JANSS,888005
1823,2021-W52,107634.0,0,0.0,64,105,2638,ALL,Age50_59,MOD,888005
1824,2021-W52,107634.0,0,0.0,0,0,0,ALL,Age50_59,AZ,888005
1825,2021-W52,107634.0,0,0.0,56,349,2070,ALL,Age50_59,COM,888005
1826,2021-W52,48875.0,0,0.0,744,0,0,ALL,Age5_9,COM,888005
1827,2021-W52,94714.0,0,0.0,28,209,1693,ALL,Age60_69,COM,888005
1828,2021-W52,94714.0,0,0.0,23,38,2134,ALL,Age60_69,MOD,888005
1829,2021-W52,94714.0,0,0.0,1,0,30,ALL,Age60_69,JANSS,888005
1830,2021-W52,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
1831,2021-W52,66429.0,0,0.0,15,12,533,ALL,Age70_79,MOD,888005
1832,2021-W52,66429.0,0,0.0,0,0,5,ALL,Age70_79,JANSS,888005
1833,2021-W52,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
1834,2021-W52,66429.0,0,0.0,21,94,881,ALL,Age70_79,COM,888005
1835,2021-W52,33530.0,0,0.0,7,46,255,ALL,Age80+,COM,888005
1836,2021-W52,33530.0,0,0.0,0,0,2,ALL,Age80+,JANSS,888005
1837,2021-W52,33530.0,0,0.0,12,4,139,ALL,Age80+,MOD,888005
1838,2021-W52,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1839,2021-W52,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1840,2021-W52,,0,0.0,0,1,0,ALL,HCW,JANSS,888005
1841,2021-W52,,0,0.0,2,8,30,ALL,HCW,COM,888005
1842,2021-W52,,0,0.0,0,2,13,ALL,HCW,MOD,888005
1843,2021-W52,,0,0.0,311,386,277,ALL,LTCF,COM,888005
1844,2021-W52,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1845,2021-W52,,0,0.0,23,18,0,ALL,LTCF,JANSS,888005
1846,2021-W52,,0,0.0,82,21,229,ALL,LTCF,MOD,888005
1847,2022-W01,888005.0,43590,0.0,662,3456,15150,ALL,ALL,COM,888005
1848,2022-W01,888005.0,0,0.0,1040,660,15202,ALL,ALL,MOD,888005
1849,2022-W01,888005.0,0,0.0,0,4,0,ALL,ALL,AZ,888005
1850,2022-W01,888005.0,0,0.0,47,0,111,ALL,ALL,JANSS,888005
1851,2022-W01,46307.0,0,0.0,85,18,0,ALL,Age10_14,MOD,888005
1852,2022-W01,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1853,2022-W01,46307.0,0,0.0,1076,868,0,ALL,Age10_14,COM,888005
1854,2022-W01,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1855,2022-W01,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1856,2022-W01,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1857,2022-W01,28169.0,0,0.0,54,24,7,ALL,Age15_17,MOD,888005
1858,2022-W01,28169.0,0,0.0,165,671,5,ALL,Age15_17,COM,888005
1859,2022-W01,84850.0,0,0.0,15,0,12,ALL,Age18_24,JANSS,888005
1860,2022-W01,84850.0,0,0.0,230,130,1527,ALL,Age18_24,MOD,888005
1861,2022-W01,84850.0,0,0.0,144,929,1877,ALL,Age18_24,COM,888005
1862,2022-W01,84850.0,0,0.0,0,1,0,ALL,Age18_24,AZ,888005
1863,2022-W01,330295.0,0,0.0,0,1,0,ALL,Age25_49,AZ,888005
1864,2022-W01,330295.0,0,0.0,633,373,7989,ALL,Age25_49,MOD,888005
1865,2022-W01,330295.0,0,0.0,22,0,62,ALL,Age25_49,JANSS,888005
1866,2022-W01,330295.0,0,0.0,377,1847,7818,ALL,Age25_49,COM,888005
1867,2022-W01,107634.0,0,0.0,70,336,2321,ALL,Age50_59,COM,888005
1868,2022-W01,107634.0,0,0.0,5,0,29,ALL,Age50_59,JANSS,888005
1869,2022-W01,107634.0,0,0.0,0,1,0,ALL,Age50_59,AZ,888005
1870,2022-W01,107634.0,0,0.0,101,100,2735,ALL,Age50_59,MOD,888005
1871,2022-W01,48875.0,0,0.0,1020,62,0,ALL,Age5_9,COM,888005
1872,2022-W01,94714.0,0,0.0,38,211,2028,ALL,Age60_69,COM,888005
1873,2022-W01,94714.0,0,0.0,41,45,2207,ALL,Age60_69,MOD,888005
1874,2022-W01,94714.0,0,0.0,4,0,5,ALL,Age60_69,JANSS,888005
1875,2022-W01,94714.0,0,0.0,0,1,0,ALL,Age60_69,AZ,888005
1876,2022-W01,66429.0,0,0.0,19,6,556,ALL,Age70_79,MOD,888005
1877,2022-W01,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
1878,2022-W01,66429.0,0,0.0,21,87,806,ALL,Age70_79,COM,888005
1879,2022-W01,66429.0,0,0.0,1,0,2,ALL,Age70_79,JANSS,888005
1880,2022-W01,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1881,2022-W01,33530.0,0,0.0,12,46,300,ALL,Age80+,COM,888005
1882,2022-W01,33530.0,0,0.0,0,0,1,ALL,Age80+,JANSS,888005
1883,2022-W01,33530.0,0,0.0,16,6,188,ALL,Age80+,MOD,888005
1884,2022-W01,,0,0.0,0,0,6,ALL,HCW,MOD,888005
1885,2022-W01,,0,0.0,0,0,4,ALL,HCW,COM,888005
1886,2022-W01,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1887,2022-W01,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1888,2022-W01,,0,0.0,103,62,191,ALL,LTCF,MOD,888005
1889,2022-W01,,0,0.0,6,0,5,ALL,LTCF,JANSS,888005
1890,2022-W01,,0,0.0,420,419,320,ALL,LTCF,COM,888005
1891,2022-W01,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
1892,2022-W02,888005.0,0,0.0,1034,699,11611,ALL,ALL,MOD,888005
1893,2022-W02,888005.0,0,0.0,157,0,572,ALL,ALL,JANSS,888005
1894,2022-W02,888005.0,0,0.0,2,11,0,ALL,ALL,AZ,888005
1895,2022-W02,888005.0,65820,0.0,837,1902,19991,ALL,ALL,COM,888005
1896,2022-W02,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1897,2022-W02,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1898,2022-W02,46307.0,0,0.0,729,438,0,ALL,Age10_14,COM,888005
1899,2022-W02,46307.0,0,0.0,31,20,0,ALL,Age10_14,MOD,888005
1900,2022-W02,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1901,2022-W02,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1902,2022-W02,28169.0,0,0.0,139,409,1,ALL,Age15_17,COM,888005
1903,2022-W02,28169.0,0,0.0,42,16,0,ALL,Age15_17,MOD,888005
1904,2022-W02,84850.0,0,0.0,239,108,797,ALL,Age18_24,MOD,888005
1905,2022-W02,84850.0,0,0.0,0,1,0,ALL,Age18_24,AZ,888005
1906,2022-W02,84850.0,0,0.0,168,496,1607,ALL,Age18_24,COM,888005
1907,2022-W02,84850.0,0,0.0,29,0,51,ALL,Age18_24,JANSS,888005
1908,2022-W02,330295.0,0,0.0,648,420,6538,ALL,Age25_49,MOD,888005
1909,2022-W02,330295.0,0,0.0,476,1072,10683,ALL,Age25_49,COM,888005
