,date,daily new cases,daily deaths,Hospitalised Cases,Severe Cases,Cases In ICUs,Incubated Cases,PCR_daily tests performed,RA_daily tests performed,total_daily tests performed,total cases,total deaths,total PCR tests,total RA tests,total tests,Notes
724,2022-03-03,2046,2.0,144,33,15,14,3352,95116.0,98468.0,327560,869,3107367,22877688.0,25985055.0,
725,2022-03-04,2114,4.0,137,30,13,12,3659,103991.0,107650.0,329674,873,3111026,22981679.0,26092705.0,
726,2022-03-05,1834,2.0,128,28,13,12,3410,87938.0,91348.0,331508,875,3114436,23069617.0,26184053.0,
727,2022-03-06,1730,2.0,129,30,14,14,2688,74648.0,77336.0,333238,877,3117124,23144265.0,26261389.0,
728,2022-03-07,1584,1.0,129,27,11,11,2756,43310.0,46066.0,334822,878,3119880,23187575.0,26307455.0,
729,2022-03-08,3695,5.0,120,23,10,9,4396,129478.0,133874.0,338517,883,3124276,23317053.0,26441329.0,
730,2022-03-09,2866,3.0,124,25,10,10,3807,74530.0,78337.0,341383,886,3128083,23391583.0,26519666.0,
731,2022-03-10,3473,3.0,113,22,8,8,3868,94837.0,98705.0,344856,889,3131951,23486420.0,26618371.0,
732,2022-03-11,3020,6.0,107,21,7,7,4121,88599.0,92720.0,347876,895,3136072,23575019.0,26711091.0,
733,2022-03-12,2812,4.0,110,17,5,5,3324,75193.0,78517.0,350688,899,3139396,23650212.0,26789608.0,
734,2022-03-13,2314,3.0,107,17,5,5,3012,65981.0,68993.0,353002,902,3142408,23716193.0,26858601.0,
735,2022-03-14,3782,0.0,101,14,8,8,3769,108157.0,111926.0,355493,902,3146177,23824350.0,26970527.0,database update resulted in -1291 cases of covid-19
736,2022-03-15,3294,2.0,108,17,6,6,3699,88596.0,92295.0,358787,904,3149876,23912946.0,27062822.0,
737,2022-03-16,3714,0.0,119,22,6,5,3630,80227.0,83857.0,362501,904,3153506,23993173.0,27146679.0,
738,2022-03-17,3951,1.0,113,22,8,8,3395,93004.0,96399.0,366452,905,3156901,24086177.0,27243078.0,
739,2022-03-18,3859,0.0,114,20,8,8,3968,95668.0,99636.0,370311,910,3160869,24181845.0,27342714.0,database update resulted to +5 death
740,2022-03-19,3347,1.0,126,21,7,7,3406,70758.0,74164.0,373658,911,3164275,24252603.0,27416878.0,
741,2022-03-20,3698,3.0,143,25,8,8,2906,72496.0,75402.0,377356,914,3167181,24325099.0,27492280.0,
742,2022-03-21,5286,1.0,149,31,7,7,4740,109326.0,114066.0,382642,915,3171921,24434425.0,27606346.0,
